Time,People In,People Out,People Inside
2024-03-20 08:28:11,20,29,-9
2024-03-20 08:28:16,20,29,-9
2024-03-20 08:28:22,21,33,-12
2024-03-20 08:28:27,25,33,-8
2024-03-20 08:28:32,26,37,-11
2024-03-20 08:28:37,27,39,-12
2024-03-20 08:28:42,29,39,-10
2024-03-20 08:28:47,31,39,-8
2024-03-20 08:28:52,33,41,-8
2024-03-20 08:28:57,36,42,-6
2024-03-20 08:29:02,37,44,-7
2024-03-20 08:29:07,38,44,-6
2024-03-20 08:29:12,40,46,-6
2024-03-20 08:29:17,43,51,-8
2024-03-20 08:29:22,43,57,-14
2024-03-20 08:29:27,43,59,-16
2024-03-20 08:29:32,43,61,-18
2024-03-20 08:29:37,43,61,-18
2024-03-20 08:29:42,43,63,-20
2024-03-20 08:30:16,1,2,-1
2024-03-20 08:30:21,1,2,-1
2024-03-20 08:30:26,4,3,1
2024-03-20 08:30:31,4,4,0
2024-03-20 08:30:37,8,4,4
2024-03-20 08:30:42,12,4,8
2024-03-20 08:30:47,14,5,9
2024-03-20 08:30:52,17,5,12
2024-03-20 08:30:57,21,5,16
2024-03-20 08:31:02,24,7,17
2024-03-20 08:31:07,24,9,15
2024-03-20 08:31:12,25,13,12
2024-03-20 08:31:17,27,14,13
2024-03-20 08:31:22,32,14,18
2024-03-20 08:31:27,37,16,21
2024-03-20 08:31:32,41,16,25
2024-03-20 08:31:37,43,16,27
2024-03-20 08:31:42,44,18,26
2024-03-20 08:31:47,44,20,24
2024-03-20 08:31:52,47,21,26
2024-03-20 08:31:57,49,22,27
2024-03-20 08:32:02,49,22,27
2024-03-20 08:32:07,51,24,27
2024-03-20 08:32:12,52,27,25
2024-03-20 08:32:17,53,27,26
2024-03-20 08:32:22,54,27,27
2024-03-20 08:32:27,54,28,26
2024-03-20 08:32:32,54,29,25
2024-03-20 08:32:37,55,30,25
2024-03-20 08:32:42,56,32,24
2024-03-20 08:32:47,60,33,27
2024-03-20 08:32:52,63,34,29
2024-03-20 08:32:58,65,38,27
2024-03-20 08:33:03,66,39,27
2024-03-20 08:33:08,67,40,27
2024-03-20 08:33:13,69,43,26
2024-03-20 08:33:18,69,43,26
2024-03-20 08:33:23,75,45,30
2024-03-20 08:33:28,76,46,30
2024-03-20 08:33:33,80,47,33
2024-03-20 08:33:38,81,48,33
2024-03-20 08:33:43,86,49,37
2024-03-20 08:33:48,90,50,40
2024-03-20 08:33:53,98,52,46
2024-03-20 08:33:58,98,52,46
2024-03-20 08:34:03,101,57,44
2024-03-20 08:34:08,103,59,44
2024-03-20 08:34:13,105,61,44
2024-03-20 08:34:18,107,61,46
2024-03-20 08:34:23,109,64,45
2024-03-20 08:34:28,109,68,41
2024-03-20 08:34:34,109,68,41
2024-03-20 08:34:39,112,72,40
2024-03-20 08:34:44,112,75,37
2024-03-20 08:34:49,112,77,35
2024-03-20 08:34:54,116,80,36
2024-03-20 08:34:59,117,81,36
2024-03-20 08:35:04,121,81,40
2024-03-20 08:35:09,122,83,39
2024-03-20 08:35:14,123,85,38
2024-03-20 08:35:19,123,85,38
2024-03-20 08:35:24,123,85,38
2024-03-20 08:35:29,127,89,38
2024-03-20 08:35:34,129,91,38
2024-03-20 08:35:39,131,91,40
2024-03-20 08:35:44,131,93,38
2024-03-20 08:35:49,131,96,35
2024-03-20 08:35:54,131,102,29
2024-03-20 08:35:59,131,106,25
2024-03-20 08:36:05,131,106,25
2024-03-20 08:36:10,132,108,24
2024-03-20 08:36:15,134,110,24
2024-03-20 08:36:20,137,111,26
2024-03-20 08:36:25,137,112,25
2024-03-20 08:36:30,138,114,24
2024-03-20 08:36:35,141,116,25
2024-03-20 08:36:40,142,116,26
2024-03-20 08:36:45,143,116,27
2024-03-20 08:36:50,143,119,24
2024-03-20 08:36:55,143,119,24
2024-03-20 08:37:00,146,119,27
2024-03-20 08:37:05,146,122,24
2024-03-20 08:37:10,147,124,23
2024-03-20 08:37:15,148,127,21
2024-03-20 08:37:20,148,131,17
2024-03-20 08:37:25,149,134,15
2024-03-20 08:37:30,149,137,12
2024-03-20 08:37:35,149,139,10
2024-03-20 08:37:40,149,142,7
2024-03-20 08:37:45,150,143,7
2024-03-20 08:37:50,151,145,6
2024-03-20 08:37:56,152,145,7
2024-03-20 08:38:01,155,145,10
2024-03-20 08:38:06,156,147,9
2024-03-20 08:38:11,157,147,10
2024-03-20 08:38:16,157,147,10
2024-03-20 08:38:21,157,151,6
2024-03-20 08:38:26,157,152,5
2024-03-20 08:38:31,157,153,4
2024-03-20 08:38:36,157,157,0
2024-03-20 08:38:41,160,163,-3
2024-03-20 08:38:46,162,164,-2
2024-03-20 08:38:51,165,167,-2
2024-03-20 08:38:56,170,168,2
2024-03-20 08:39:01,170,170,0
2024-03-20 08:39:06,173,174,-1
2024-03-20 08:39:11,174,177,-3
2024-03-20 08:39:16,177,180,-3
2024-03-20 08:39:21,179,181,-2
2024-03-20 08:39:26,185,181,4
2024-03-20 08:39:31,186,182,4
2024-03-20 08:39:36,186,182,4
2024-03-20 08:39:41,187,183,4
2024-03-20 08:39:46,191,185,6
2024-03-20 08:39:51,195,186,9
2024-03-20 08:39:56,197,187,10
2024-03-20 08:40:02,199,188,11
2024-03-20 08:40:07,200,192,8
2024-03-20 08:40:12,204,194,10
2024-03-20 08:40:17,207,194,13
2024-03-20 08:40:22,211,195,16
2024-03-20 08:40:27,212,195,17
2024-03-20 08:40:32,215,195,20
2024-03-20 08:40:37,216,199,17
2024-03-20 08:40:42,216,202,14
2024-03-20 08:40:47,216,206,10
2024-03-20 08:40:52,217,209,8
2024-03-20 08:40:57,220,211,9
2024-03-20 08:41:02,221,211,10
2024-03-20 08:41:07,221,213,8
2024-03-20 08:41:12,223,213,10
2024-03-20 08:41:17,224,214,10
2024-03-20 08:41:22,224,214,10
2024-03-20 08:41:27,225,215,10
2024-03-20 08:41:32,227,216,11
2024-03-20 08:41:37,230,217,13
2024-03-20 08:41:42,230,219,11
2024-03-20 08:41:47,231,220,11
2024-03-20 08:41:52,231,221,10
2024-03-20 08:41:57,232,224,8
2024-03-20 08:42:02,234,228,6
2024-03-20 08:42:07,237,228,9
2024-03-20 08:42:12,242,230,12
2024-03-20 08:42:18,245,232,13
2024-03-20 08:42:23,247,234,13
2024-03-20 08:42:28,247,236,11
2024-03-20 08:42:33,247,238,9
2024-03-20 08:42:38,248,241,7
2024-03-20 08:42:43,250,242,8
2024-03-20 08:42:48,250,243,7
2024-03-20 08:42:53,251,249,2
2024-03-20 08:42:58,251,253,-2
2024-03-20 08:43:03,252,255,-3
2024-03-20 08:43:08,252,258,-6
2024-03-20 08:43:13,252,259,-7
2024-03-20 08:43:18,252,260,-8
2024-03-20 08:43:23,253,263,-10
2024-03-20 08:43:28,253,268,-15
2024-03-20 08:43:33,253,273,-20
2024-03-20 08:43:38,253,274,-21
2024-03-20 08:43:43,253,275,-22
2024-03-20 08:43:48,253,275,-22
2024-03-20 08:43:53,254,276,-22
2024-03-20 08:43:58,255,278,-23
2024-03-20 08:44:03,258,281,-23
2024-03-20 08:44:08,258,281,-23
2024-03-20 08:44:14,258,284,-26
2024-03-20 08:44:19,258,284,-26
2024-03-20 08:44:24,260,286,-26
2024-03-20 08:44:29,261,287,-26
2024-03-20 08:44:34,266,290,-24
2024-03-20 08:44:39,267,291,-24
2024-03-20 08:44:44,267,292,-25
2024-03-20 08:44:49,271,292,-21
2024-03-20 08:44:54,275,293,-18
2024-03-20 08:44:59,276,293,-17
2024-03-20 08:45:04,281,295,-14
2024-03-20 08:45:09,283,298,-15
2024-03-20 08:45:14,283,298,-15
2024-03-20 08:45:19,285,300,-15
2024-03-20 08:45:24,290,302,-12
2024-03-20 08:45:29,292,302,-10
2024-03-20 08:45:34,296,303,-7
2024-03-20 08:45:39,296,305,-9
2024-03-20 08:45:44,297,305,-8
2024-03-20 08:45:49,299,306,-7
2024-03-20 08:45:54,301,309,-8
2024-03-20 08:45:59,303,311,-8
2024-03-20 08:46:04,303,311,-8
2024-03-20 08:46:09,306,312,-6
2024-03-20 08:46:14,306,315,-9
2024-03-20 08:46:20,306,317,-11
2024-03-20 08:46:25,311,317,-6
2024-03-20 08:46:30,314,317,-3
2024-03-20 08:46:35,314,320,-6
2024-03-20 08:46:40,314,321,-7
2024-03-20 08:46:45,315,322,-7
2024-03-20 08:46:50,315,322,-7
2024-03-20 08:46:55,316,325,-9
2024-03-20 08:47:00,318,325,-7
2024-03-20 08:47:05,323,326,-3
2024-03-20 08:47:10,324,326,-2
2024-03-20 08:47:15,327,330,-3
2024-03-20 08:47:20,329,332,-3
2024-03-20 08:47:25,331,334,-3
2024-03-20 08:47:30,331,334,-3
2024-03-20 08:47:35,333,338,-5
2024-03-20 08:47:40,336,343,-7
2024-03-20 08:47:45,338,345,-7
2024-03-20 08:47:50,342,345,-3
2024-03-20 08:47:55,347,347,0
2024-03-20 08:48:00,350,347,3
2024-03-20 08:48:05,357,350,7
2024-03-20 08:48:10,359,352,7
2024-03-20 08:48:15,362,353,9
2024-03-20 08:48:20,367,355,12
2024-03-20 08:48:25,370,355,15
2024-03-20 08:48:30,374,355,19
2024-03-20 08:48:35,376,355,21
2024-03-20 08:48:40,377,356,21
2024-03-20 08:48:45,377,356,21
2024-03-20 08:48:50,379,356,23
2024-03-20 08:48:56,380,358,22
2024-03-20 08:49:01,380,361,19
2024-03-20 08:49:06,380,366,14
2024-03-20 08:49:11,380,366,14
2024-03-20 08:49:16,382,366,16
2024-03-20 08:49:21,385,367,18
2024-03-20 08:49:26,385,368,17
2024-03-20 08:49:31,385,370,15
2024-03-20 08:49:36,386,373,13
2024-03-20 08:49:41,387,377,10
2024-03-20 08:49:46,388,377,11
2024-03-20 08:49:51,393,377,16
2024-03-20 08:49:56,393,378,15
2024-03-20 08:50:01,396,379,17
2024-03-20 08:50:06,396,379,17
2024-03-20 08:50:11,396,379,17
2024-03-20 08:50:16,396,380,16
2024-03-20 08:50:21,396,380,16
2024-03-20 08:50:26,397,382,15
2024-03-20 08:50:31,397,384,13
2024-03-20 08:50:36,400,388,12
2024-03-20 08:50:41,403,390,13
2024-03-20 08:50:47,406,391,15
2024-03-20 08:50:52,411,392,19
2024-03-20 08:50:57,414,394,20
2024-03-20 08:51:02,417,396,21
2024-03-20 08:51:07,420,397,23
2024-03-20 08:51:12,420,397,23
2024-03-20 08:51:17,420,399,21
2024-03-20 08:51:22,420,399,21
2024-03-20 08:51:27,420,399,21
2024-03-20 08:51:32,420,401,19
2024-03-20 08:51:37,420,403,17
2024-03-20 08:51:42,421,405,16
2024-03-20 08:51:47,422,405,17
2024-03-20 08:51:52,422,407,15
2024-03-20 08:51:57,422,408,14
2024-03-20 08:52:02,422,412,10
2024-03-20 08:52:07,422,414,8
2024-03-20 08:52:12,422,416,6
2024-03-20 08:52:17,425,420,5
2024-03-20 08:52:22,427,420,7
2024-03-20 08:52:27,429,425,4
2024-03-20 08:52:32,429,426,3
2024-03-20 08:52:37,432,426,6
2024-03-20 08:52:42,435,431,4
2024-03-20 08:52:47,438,432,6
2024-03-20 08:52:53,442,433,9
2024-03-20 08:52:58,444,434,10
2024-03-20 08:53:03,444,435,9
2024-03-20 08:53:08,444,436,8
2024-03-20 08:53:13,444,439,5
2024-03-20 08:53:18,448,439,9
2024-03-20 08:53:23,450,440,10
2024-03-20 08:53:28,456,440,16
2024-03-20 08:53:33,457,442,15
2024-03-20 08:53:38,457,446,11
2024-03-20 08:53:43,459,446,13
2024-03-20 08:53:48,461,447,14
2024-03-20 08:53:53,464,450,14
2024-03-20 08:53:58,466,452,14
2024-03-20 08:54:03,470,452,18
2024-03-20 08:54:08,470,460,10
2024-03-20 08:54:13,470,460,10
2024-03-20 08:54:18,470,462,8
2024-03-20 08:54:23,473,462,11
2024-03-20 08:54:28,475,464,11
2024-03-20 08:54:33,475,464,11
2024-03-20 08:54:38,479,464,15
2024-03-20 08:54:43,482,467,15
2024-03-20 08:54:48,482,468,14
2024-03-20 08:54:53,483,468,15
2024-03-20 08:54:58,483,468,15
2024-03-20 08:55:03,485,471,14
2024-03-20 08:55:08,486,476,10
2024-03-20 08:55:14,488,479,9
2024-03-20 08:55:19,490,479,11
2024-03-20 08:55:24,494,479,15
2024-03-20 08:55:29,497,480,17
2024-03-20 08:55:34,499,481,18
2024-03-20 08:55:39,501,482,19
2024-03-20 08:55:44,503,482,21
2024-03-20 08:55:49,507,485,22
2024-03-20 08:55:54,509,487,22
2024-03-20 08:55:59,511,487,24
2024-03-20 08:56:04,514,487,27
2024-03-20 08:56:09,519,489,30
2024-03-20 08:56:14,522,489,33
2024-03-20 08:56:19,525,490,35
2024-03-20 08:56:24,527,491,36
2024-03-20 08:56:29,528,494,34
2024-03-20 08:56:34,531,497,34
2024-03-20 08:56:39,535,499,36
2024-03-20 08:56:44,540,504,36
2024-03-20 08:56:49,541,507,34
2024-03-20 08:56:54,542,507,35
2024-03-20 08:56:59,543,507,36
2024-03-20 08:57:04,546,514,32
2024-03-20 08:57:09,546,517,29
2024-03-20 08:57:14,546,517,29
2024-03-20 08:57:19,547,517,30
2024-03-20 08:57:24,548,521,27
2024-03-20 08:57:29,549,523,26
2024-03-20 08:57:34,549,525,24
2024-03-20 08:57:40,551,526,25
2024-03-20 08:57:45,551,526,25
2024-03-20 08:57:50,553,526,27
2024-03-20 08:57:55,553,526,27
2024-03-20 08:58:00,557,526,31
2024-03-20 08:58:05,559,526,33
2024-03-20 08:58:10,561,531,30
2024-03-20 08:58:15,561,532,29
2024-03-20 08:58:20,565,535,30
2024-03-20 08:58:25,566,542,24
2024-03-20 08:58:30,566,542,24
2024-03-20 08:58:35,566,543,23
2024-03-20 08:58:40,568,543,25
2024-03-20 08:58:45,571,545,26
2024-03-20 08:58:50,574,545,29
2024-03-20 08:58:55,578,545,33
2024-03-20 08:59:00,578,545,33
2024-03-20 08:59:05,578,549,29
2024-03-20 08:59:10,580,550,30
2024-03-20 08:59:15,584,550,34
2024-03-20 08:59:20,585,552,33
2024-03-20 08:59:25,585,553,32
2024-03-20 08:59:30,585,555,30
2024-03-20 08:59:35,585,555,30
2024-03-20 08:59:40,587,559,28
2024-03-20 08:59:45,591,560,31
2024-03-20 08:59:50,592,560,32
2024-03-20 08:59:55,593,560,33
2024-03-20 09:00:01,594,562,32
2024-03-20 09:00:06,595,563,32
2024-03-20 09:00:11,595,565,30
2024-03-20 09:00:16,596,568,28
2024-03-20 09:00:21,597,573,24
2024-03-20 09:00:26,598,575,23
2024-03-20 09:00:31,599,575,24
2024-03-20 09:00:36,601,575,26
2024-03-20 09:00:41,604,575,29
2024-03-20 09:00:46,608,577,31
2024-03-20 09:00:51,614,577,37
2024-03-20 09:00:56,615,580,35
2024-03-20 09:01:01,615,583,32
2024-03-20 09:01:06,615,586,29
2024-03-20 09:01:11,619,592,27
2024-03-20 09:01:16,621,593,28
2024-03-20 09:01:21,625,595,30
2024-03-20 09:01:26,626,597,29
2024-03-20 09:01:31,626,597,29
2024-03-20 09:01:36,626,597,29
2024-03-20 09:01:41,627,598,29
2024-03-20 09:01:46,629,600,29
2024-03-20 09:01:52,630,601,29
2024-03-20 09:01:57,630,601,29
2024-03-20 09:02:02,631,601,30
2024-03-20 09:02:07,631,602,29
2024-03-20 09:02:12,631,602,29
2024-03-20 09:02:17,631,603,28
2024-03-20 09:02:22,631,607,24
2024-03-20 09:02:27,631,609,22
2024-03-20 09:02:32,631,610,21
2024-03-20 09:02:37,632,613,19
2024-03-20 09:02:42,633,616,17
2024-03-20 09:02:47,633,616,17
2024-03-20 09:02:52,633,619,14
2024-03-20 09:02:57,636,621,15
2024-03-20 09:03:02,637,623,14
2024-03-20 09:03:07,640,625,15
2024-03-20 09:03:12,643,630,13
2024-03-20 09:03:17,645,633,12
2024-03-20 09:03:22,652,635,17
2024-03-20 09:03:27,652,635,17
2024-03-20 09:03:33,654,635,19
2024-03-20 09:03:38,654,635,19
2024-03-20 09:03:43,657,635,22
2024-03-20 09:03:48,661,635,26
2024-03-20 09:03:53,666,636,30
2024-03-20 09:03:58,669,637,32
2024-03-20 09:04:03,669,638,31
2024-03-20 09:04:08,669,640,29
2024-03-20 09:04:13,669,640,29
2024-03-20 09:04:18,671,641,30
2024-03-20 09:04:23,673,642,31
2024-03-20 09:04:28,675,642,33
2024-03-20 09:04:33,678,643,35
2024-03-20 09:04:38,680,643,37
2024-03-20 09:04:43,681,643,38
2024-03-20 09:04:48,683,643,40
2024-03-20 09:04:53,683,643,40
2024-03-20 09:04:58,684,645,39
2024-03-20 09:05:03,685,645,40
2024-03-20 09:05:08,685,647,38
2024-03-20 09:05:13,685,647,38
2024-03-20 09:05:18,686,649,37
2024-03-20 09:05:23,686,651,35
2024-03-20 09:05:28,690,651,39
2024-03-20 09:05:33,691,653,38
2024-03-20 09:05:39,692,659,33
2024-03-20 09:05:44,692,660,32
2024-03-20 09:05:49,692,660,32
2024-03-20 09:05:54,694,662,32
2024-03-20 09:05:59,696,662,34
2024-03-20 09:06:04,700,663,37
2024-03-20 09:06:09,704,663,41
2024-03-20 09:06:14,706,663,43
2024-03-20 09:06:19,708,663,45
2024-03-20 09:06:24,709,665,44
2024-03-20 09:06:29,711,667,44
2024-03-20 09:06:34,713,667,46
2024-03-20 09:06:39,717,667,50
2024-03-20 09:06:44,717,667,50
2024-03-20 09:06:49,719,667,52
2024-03-20 09:06:54,719,668,51
2024-03-20 09:06:59,720,669,51
2024-03-20 09:07:04,722,671,51
2024-03-20 09:07:09,727,673,54
2024-03-20 09:07:14,728,675,53
2024-03-20 09:07:19,729,677,52
2024-03-20 09:07:24,729,681,48
2024-03-20 09:07:29,730,685,45
2024-03-20 09:07:34,730,685,45
2024-03-20 09:07:39,731,687,44
2024-03-20 09:07:44,734,688,46
2024-03-20 09:07:49,734,691,43
2024-03-20 09:07:54,734,696,38
2024-03-20 09:08:00,734,698,36
2024-03-20 09:08:05,734,698,36
2024-03-20 09:08:10,735,699,36
2024-03-20 09:08:15,737,700,37
2024-03-20 09:08:20,741,701,40
2024-03-20 09:08:25,742,702,40
2024-03-20 09:08:30,743,702,41
2024-03-20 09:08:35,745,704,41
2024-03-20 09:08:40,749,705,44
2024-03-20 09:08:45,749,706,43
2024-03-20 09:08:50,749,708,41
2024-03-20 09:08:55,749,710,39
2024-03-20 09:09:00,751,711,40
2024-03-20 09:09:05,756,713,43
2024-03-20 09:09:10,757,714,43
2024-03-20 09:09:15,758,714,44
2024-03-20 09:09:20,759,717,42
2024-03-20 09:09:25,760,719,41
2024-03-20 09:09:30,760,721,39
2024-03-20 09:09:35,760,721,39
2024-03-20 09:09:40,764,721,43
2024-03-20 09:09:45,764,721,43
2024-03-20 09:09:50,769,727,42
2024-03-20 09:09:56,773,729,44
2024-03-20 09:10:01,779,729,50
2024-03-20 09:10:06,780,729,51
2024-03-20 09:10:11,780,731,49
2024-03-20 09:10:16,781,731,50
2024-03-20 09:10:21,781,732,49
2024-03-20 09:10:26,781,737,44
2024-03-20 09:10:31,782,743,39
2024-03-20 09:10:36,783,746,37
2024-03-20 09:10:41,786,748,38
2024-03-20 09:10:46,786,749,37
2024-03-20 09:10:51,787,755,32
2024-03-20 09:10:56,787,755,32
2024-03-20 09:11:01,789,755,34
2024-03-20 09:11:06,790,756,34
2024-03-20 09:11:11,792,757,35
2024-03-20 09:11:16,792,759,33
2024-03-20 09:11:21,793,761,32
2024-03-20 09:11:26,796,761,35
2024-03-20 09:11:31,798,763,35
2024-03-20 09:11:36,801,763,38
2024-03-20 09:11:41,802,763,39
2024-03-20 09:11:46,802,764,38
2024-03-20 09:11:51,802,766,36
2024-03-20 09:11:56,806,767,39
2024-03-20 09:12:01,807,767,40
2024-03-20 09:12:06,809,767,42
2024-03-20 09:12:11,815,770,45
2024-03-20 09:12:16,822,770,52
2024-03-20 09:12:21,824,774,50
2024-03-20 09:12:27,826,775,51
2024-03-20 09:12:32,830,779,51
2024-03-20 09:12:37,833,781,52
2024-03-20 09:12:42,837,785,52
2024-03-20 09:12:47,838,787,51
2024-03-20 09:12:52,838,788,50
2024-03-20 09:12:57,838,788,50
2024-03-20 09:13:02,839,791,48
2024-03-20 09:13:07,839,792,47
2024-03-20 09:13:12,841,792,49
2024-03-20 09:13:17,842,796,46
2024-03-20 09:13:22,844,797,47
2024-03-20 09:13:27,844,799,45
2024-03-20 09:13:32,848,801,47
2024-03-20 09:13:37,849,802,47
2024-03-20 09:13:42,849,804,45
2024-03-20 09:13:47,850,809,41
2024-03-20 09:13:52,852,810,42
2024-03-20 09:13:57,854,813,41
2024-03-20 09:14:02,860,813,47
2024-03-20 09:14:07,863,815,48
2024-03-20 09:14:12,863,815,48
2024-03-20 09:14:17,867,815,52
2024-03-20 09:14:22,868,816,52
2024-03-20 09:14:27,869,817,52
2024-03-20 09:14:32,876,820,56
2024-03-20 09:14:37,879,821,58
2024-03-20 09:14:42,880,822,58
2024-03-20 09:14:47,881,824,57
2024-03-20 09:14:53,883,828,55
2024-03-20 09:14:58,884,831,53
2024-03-20 09:15:03,885,832,53
2024-03-20 09:15:08,887,832,55
2024-03-20 09:15:13,889,834,55
2024-03-20 09:15:18,889,835,54
2024-03-20 09:15:23,889,838,51
2024-03-20 09:15:28,892,838,54
2024-03-20 09:15:33,892,843,49
2024-03-20 09:15:38,894,847,47
2024-03-20 09:15:43,894,847,47
2024-03-20 09:15:48,894,847,47
2024-03-20 09:15:53,895,848,47
2024-03-20 09:15:58,898,848,50
2024-03-20 09:16:03,898,849,49
2024-03-20 09:16:08,898,850,48
2024-03-20 09:16:13,900,853,47
2024-03-20 09:16:18,902,855,47
2024-03-20 09:16:23,903,856,47
2024-03-20 09:16:28,905,857,48
2024-03-20 09:16:33,906,857,49
2024-03-20 09:16:38,907,858,49
2024-03-20 09:16:43,908,859,49
2024-03-20 09:16:49,908,862,46
2024-03-20 09:16:54,910,864,46
2024-03-20 09:16:59,914,866,48
2024-03-20 09:17:04,919,866,53
2024-03-20 09:17:09,922,866,56
2024-03-20 09:17:14,923,867,56
2024-03-20 09:17:19,925,869,56
2024-03-20 09:17:24,927,871,56
2024-03-20 09:17:29,927,871,56
2024-03-20 09:17:34,929,874,55
2024-03-20 09:17:39,930,874,56
2024-03-20 09:17:44,933,880,53
2024-03-20 09:17:49,935,881,54
2024-03-20 09:17:54,936,882,54
2024-03-20 09:17:59,940,882,58
2024-03-20 09:18:04,942,883,59
2024-03-20 09:18:09,942,883,59
2024-03-20 09:18:14,944,886,58
2024-03-20 09:18:19,945,886,59
