time,people_in,people_out,people_inside
2024-03-20 01:43:58,3483,4405,-922
2024-03-20 01:44:03,3486,4407,-921
2024-03-20 01:44:08,3487,4408,-921
2024-03-20 01:44:13,3487,4409,-922
2024-03-20 01:44:18,3488,4415,-927
2024-03-20 01:44:23,3490,4418,-928
2024-03-20 01:44:28,3492,4420,-928
2024-03-20 01:44:33,3493,4422,-929
2024-03-20 01:44:38,3494,4428,-934
2024-03-20 01:44:43,3495,4430,-935
2024-03-20 01:44:48,3496,4433,-937
2024-03-20 01:44:53,3496,4436,-940
2024-03-20 01:44:58,3500,4436,-936
2024-03-20 01:45:03,3501,4439,-938
2024-03-20 01:45:08,3502,4441,-939
2024-03-20 01:45:13,3503,4443,-940
2024-03-20 01:45:18,3503,4445,-942
2024-03-20 01:45:23,3503,4445,-942
2024-03-20 01:45:28,3506,4445,-939
2024-03-20 01:45:33,3509,4447,-938
2024-03-20 01:45:38,3510,4449,-939
2024-03-20 01:45:43,3514,4451,-937
2024-03-20 01:45:48,3517,4453,-936
2024-03-20 01:45:54,3519,4460,-941
2024-03-20 01:45:59,3523,4466,-943
2024-03-20 01:46:04,3523,4468,-945
2024-03-20 01:46:09,3524,4469,-945
2024-03-20 01:46:14,3527,4471,-944
2024-03-20 01:46:19,3530,4476,-946
2024-03-20 01:46:24,3533,4479,-946
2024-03-20 01:46:29,3537,4483,-946
2024-03-20 01:46:34,3541,4483,-942
2024-03-20 01:46:39,3547,4488,-941
2024-03-20 01:46:44,3549,4490,-941
2024-03-20 01:46:49,3551,4492,-941
2024-03-20 01:46:54,3553,4493,-940
2024-03-20 01:46:59,3557,4496,-939
2024-03-20 01:47:04,3561,4498,-937
2024-03-20 01:47:09,3561,4498,-937
2024-03-20 01:47:14,3561,4500,-939
2024-03-20 01:47:19,3563,4503,-940
2024-03-20 01:47:24,3565,4505,-940
2024-03-20 01:47:29,3567,4509,-942
2024-03-20 01:47:34,3568,4511,-943
2024-03-20 01:47:39,3568,4511,-943
2024-03-20 01:47:44,3568,4511,-943
2024-03-20 01:47:49,3568,4512,-944
2024-03-20 01:47:54,3570,4513,-943
2024-03-20 01:47:59,3570,4517,-947
2024-03-20 01:48:05,3572,4519,-947
2024-03-20 01:48:10,3577,4521,-944
2024-03-20 01:48:15,3579,4522,-943
2024-03-20 01:48:20,3580,4525,-945
2024-03-20 01:48:25,3583,4528,-945
2024-03-20 01:48:30,3586,4531,-945
2024-03-20 01:48:35,3587,4533,-946
2024-03-20 01:48:40,3588,4535,-947
2024-03-20 01:48:45,3590,4540,-950
2024-03-20 01:48:50,3591,4542,-951
2024-03-20 01:48:55,3593,4545,-952
2024-03-20 01:49:00,3593,4547,-954
2024-03-20 01:49:05,3596,4548,-952
2024-03-20 01:49:10,3596,4550,-954
2024-03-20 01:49:15,3599,4552,-953
2024-03-20 01:49:20,3601,4553,-952
2024-03-20 01:49:25,3603,4557,-954
2024-03-20 01:49:30,3603,4559,-956
2024-03-20 01:49:35,3605,4562,-957
2024-03-20 01:49:40,3607,4565,-958
2024-03-20 01:49:45,3613,4566,-953
2024-03-20 01:49:50,3615,4569,-954
2024-03-20 01:49:55,3617,4571,-954
2024-03-20 01:50:00,3619,4573,-954
2024-03-20 01:50:05,3619,4575,-956
2024-03-20 01:50:10,3619,4579,-960
2024-03-20 01:50:15,3620,4581,-961
2024-03-20 01:50:21,3621,4582,-961
2024-03-20 01:50:26,3623,4584,-961
2024-03-20 01:50:31,3623,4586,-963
2024-03-20 01:50:36,3624,4588,-964
2024-03-20 01:50:41,3625,4589,-964
2024-03-20 01:50:46,3627,4592,-965
2024-03-20 01:50:51,3629,4595,-966
2024-03-20 01:50:56,3633,4597,-964
2024-03-20 01:51:01,3638,4602,-964
2024-03-20 01:51:06,3642,4604,-962
2024-03-20 01:51:11,3647,4605,-958
2024-03-20 01:51:16,3647,4607,-960
2024-03-20 01:51:21,3649,4608,-959
2024-03-20 01:51:26,3650,4614,-964
2024-03-20 01:51:31,3652,4615,-963
2024-03-20 01:51:36,3653,4618,-965
2024-03-20 01:51:41,3654,4620,-966
2024-03-20 01:51:46,3654,4621,-967
2024-03-20 01:51:51,3660,4624,-964
2024-03-20 01:51:56,3661,4627,-966
2024-03-20 01:52:01,3661,4628,-967
2024-03-20 01:52:06,3662,4631,-969
2024-03-20 01:52:11,3662,4635,-973
2024-03-20 01:52:16,3662,4637,-975
2024-03-20 01:52:22,3662,4639,-977
2024-03-20 01:52:27,3665,4644,-979
2024-03-20 01:52:32,3667,4647,-980
2024-03-20 01:52:37,3667,4649,-982
2024-03-20 01:52:42,3671,4651,-980
2024-03-20 01:52:47,3674,4653,-979
2024-03-20 01:52:52,3678,4655,-977
2024-03-20 01:52:57,3681,4655,-974
2024-03-20 01:53:02,3683,4658,-975
2024-03-20 01:53:07,3686,4661,-975
2024-03-20 01:53:12,3688,4662,-974
2024-03-20 01:53:17,3689,4664,-975
2024-03-20 01:53:22,3690,4668,-978
2024-03-20 01:53:27,3691,4669,-978
2024-03-20 01:53:32,3693,4670,-977
2024-03-20 01:53:37,3696,4671,-975
2024-03-20 01:53:42,3700,4674,-974
2024-03-20 01:53:47,3700,4676,-976
2024-03-20 01:53:52,3702,4679,-977
2024-03-20 01:53:57,3703,4680,-977
2024-03-20 01:54:02,3705,4682,-977
2024-03-20 01:54:07,3708,4684,-976
2024-03-20 01:54:12,3710,4685,-975
2024-03-20 01:54:17,3713,4691,-978
2024-03-20 01:54:22,3717,4692,-975
2024-03-20 01:54:28,3722,4697,-975
2024-03-20 01:54:33,3723,4701,-978
2024-03-20 01:54:38,3723,4702,-979
2024-03-20 01:54:43,3724,4707,-983
2024-03-20 01:54:48,3725,4709,-984
2024-03-20 01:54:53,3728,4712,-984
2024-03-20 01:54:58,3729,4714,-985
2024-03-20 01:55:03,3730,4716,-986
2024-03-20 01:55:08,3733,4720,-987
2024-03-20 01:55:13,3733,4724,-991
2024-03-20 01:55:18,3734,4727,-993
2024-03-20 01:55:23,3735,4731,-996
2024-03-20 01:55:28,3737,4733,-996
2024-03-20 01:55:33,3737,4736,-999
2024-03-20 01:55:38,3737,4739,-1002
2024-03-20 01:55:43,3739,4741,-1002
2024-03-20 01:55:48,3740,4745,-1005
2024-03-20 01:55:53,3743,4748,-1005
2024-03-20 01:55:58,3743,4750,-1007
2024-03-20 01:56:03,3744,4752,-1008
2024-03-20 01:56:08,3748,4752,-1004
2024-03-20 01:56:13,3752,4753,-1001
2024-03-20 01:56:18,3755,4757,-1002
2024-03-20 01:56:23,3756,4760,-1004
2024-03-20 01:56:29,3758,4764,-1006
2024-03-20 01:56:34,3760,4768,-1008
2024-03-20 01:56:39,3762,4772,-1010
2024-03-20 01:56:44,3762,4773,-1011
2024-03-20 01:56:49,3762,4774,-1012
2024-03-20 01:56:54,3765,4774,-1009
2024-03-20 01:56:59,3765,4774,-1009
2024-03-20 01:57:04,3768,4775,-1007
2024-03-20 01:57:09,3769,4778,-1009
2024-03-20 01:57:14,3769,4778,-1009
2024-03-20 01:57:19,3770,4782,-1012
2024-03-20 01:57:24,3770,4787,-1017
2024-03-20 01:57:29,3771,4793,-1022
2024-03-20 01:57:34,3772,4795,-1023
2024-03-20 01:57:39,3773,4801,-1028
2024-03-20 01:57:44,3774,4806,-1032
2024-03-20 01:57:49,3774,4808,-1034
2024-03-20 01:57:54,3776,4809,-1033
2024-03-20 01:57:59,3780,4811,-1031
2024-03-20 01:58:04,3780,4815,-1035
2024-03-20 01:58:09,3782,4816,-1034
2024-03-20 01:58:14,3784,4817,-1033
2024-03-20 01:58:19,3789,4820,-1031
2024-03-20 01:58:24,3789,4820,-1031
2024-03-20 01:58:29,3790,4821,-1031
2024-03-20 01:58:34,3791,4822,-1031
2024-03-20 01:58:39,3791,4824,-1033
2024-03-20 01:58:45,3793,4824,-1031
2024-03-20 01:58:50,3794,4827,-1033
2024-03-20 01:58:55,3794,4828,-1034
2024-03-20 01:59:00,3796,4831,-1035
2024-03-20 01:59:05,3800,4833,-1033
2024-03-20 01:59:10,3804,4836,-1032
2024-03-20 01:59:15,3810,4839,-1029
2024-03-20 01:59:20,3813,4843,-1030
2024-03-20 01:59:25,3817,4844,-1027
2024-03-20 01:59:30,3820,4845,-1025
2024-03-20 01:59:35,3820,4846,-1026
2024-03-20 01:59:40,3822,4851,-1029
2024-03-20 01:59:45,3822,4856,-1034
2024-03-20 01:59:50,3822,4856,-1034
2024-03-20 01:59:55,3823,4859,-1036
2024-03-20 02:00:00,3823,4861,-1038
2024-03-20 02:00:05,3824,4864,-1040
2024-03-20 02:00:10,3825,4867,-1042
2024-03-20 02:00:15,3826,4870,-1044
2024-03-20 02:00:20,3827,4873,-1046
2024-03-20 02:00:25,3828,4878,-1050
2024-03-20 02:00:31,3829,4880,-1051
2024-03-20 02:00:36,3830,4882,-1052
2024-03-20 02:00:41,3831,4884,-1053
2024-03-20 02:00:46,3833,4885,-1052
2024-03-20 02:00:51,3835,4887,-1052
2024-03-20 02:00:56,3838,4890,-1052
2024-03-20 02:01:01,3841,4892,-1051
2024-03-20 02:01:06,3842,4893,-1051
2024-03-20 02:01:11,3842,4893,-1051
2024-03-20 02:01:16,3842,4895,-1053
2024-03-20 02:01:21,3842,4895,-1053
2024-03-20 02:01:26,3845,4898,-1053
2024-03-20 02:01:31,3846,4903,-1057
2024-03-20 02:01:36,3848,4906,-1058
2024-03-20 02:01:41,3849,4908,-1059
2024-03-20 02:01:46,3851,4911,-1060
2024-03-20 02:01:51,3852,4912,-1060
2024-03-20 02:01:56,3853,4914,-1061
2024-03-20 02:02:01,3856,4915,-1059
2024-03-20 02:02:06,3857,4918,-1061
2024-03-20 02:02:11,3857,4921,-1064
2024-03-20 02:02:16,3858,4922,-1064
2024-03-20 02:02:21,3861,4925,-1064
2024-03-20 02:02:26,3862,4928,-1066
2024-03-20 02:02:31,3863,4930,-1067
2024-03-20 02:02:36,3865,4931,-1066
2024-03-20 02:02:42,3865,4934,-1069
2024-03-20 02:02:47,3867,4939,-1072
2024-03-20 02:02:52,3869,4944,-1075
2024-03-20 02:02:57,3871,4945,-1074
2024-03-20 02:03:02,3875,4948,-1073
2024-03-20 02:03:07,3875,4949,-1074
2024-03-20 02:03:12,3878,4951,-1073
2024-03-20 02:03:17,3879,4956,-1077
2024-03-20 02:03:22,3880,4961,-1081
2024-03-20 02:03:27,3881,4962,-1081
2024-03-20 02:03:32,3885,4963,-1078
2024-03-20 02:03:37,3887,4963,-1076
2024-03-20 02:03:42,3887,4963,-1076
2024-03-20 02:03:47,3888,4966,-1078
2024-03-20 02:03:52,3888,4970,-1082
2024-03-20 02:03:57,3891,4974,-1083
2024-03-20 02:04:02,3892,4976,-1084
2024-03-20 02:04:07,3893,4982,-1089
2024-03-20 02:04:12,3896,4984,-1088
2024-03-20 02:04:17,3901,4985,-1084
2024-03-20 02:04:22,3902,4985,-1083
2024-03-20 02:04:27,3903,4989,-1086
2024-03-20 02:04:32,3905,4990,-1085
2024-03-20 02:04:37,3909,4990,-1081
2024-03-20 02:04:42,3913,4992,-1079
2024-03-20 02:04:47,3916,4993,-1077
2024-03-20 02:04:52,3916,4996,-1080
2024-03-20 02:04:57,3917,4999,-1082
2024-03-20 02:05:03,3919,4999,-1080
2024-03-20 02:05:08,3920,5000,-1080
2024-03-20 02:05:13,3921,5003,-1082
2024-03-20 02:05:18,3922,5008,-1086
2024-03-20 02:05:23,3922,5012,-1090
2024-03-20 02:05:28,3922,5014,-1092
2024-03-20 02:05:33,3922,5017,-1095
2024-03-20 02:05:38,3922,5023,-1101
2024-03-20 02:05:43,3924,5025,-1101
2024-03-20 02:05:48,3924,5027,-1103
2024-03-20 02:05:53,3925,5029,-1104
2024-03-20 02:05:58,3926,5030,-1104
2024-03-20 02:06:03,3927,5032,-1105
2024-03-20 02:06:08,3927,5034,-1107
2024-03-20 02:06:13,3928,5034,-1106
2024-03-20 02:06:18,3931,5035,-1104
2024-03-20 02:06:23,3933,5039,-1106
2024-03-20 02:06:28,3934,5041,-1107
2024-03-20 02:06:33,3935,5043,-1108
2024-03-20 02:06:38,3936,5045,-1109
2024-03-20 02:06:43,3936,5046,-1110
2024-03-20 02:06:48,3939,5049,-1110
2024-03-20 02:06:53,3944,5055,-1111
2024-03-20 02:06:59,3946,5057,-1111
2024-03-20 02:07:04,3948,5057,-1109
2024-03-20 02:07:09,3948,5057,-1109
2024-03-20 02:07:14,3948,5057,-1109
2024-03-20 02:07:19,3948,5059,-1111
2024-03-20 02:07:24,3949,5061,-1112
2024-03-20 02:07:29,3951,5065,-1114
2024-03-20 02:07:34,3954,5066,-1112
2024-03-20 02:07:39,3958,5068,-1110
2024-03-20 02:07:44,3959,5070,-1111
2024-03-20 02:07:49,3959,5073,-1114
2024-03-20 02:07:54,3959,5075,-1116
2024-03-20 02:07:59,3960,5078,-1118
2024-03-20 02:08:04,3963,5081,-1118
2024-03-20 02:08:09,3963,5085,-1122
2024-03-20 02:08:14,3966,5088,-1122
2024-03-20 02:08:19,3968,5088,-1120
2024-03-20 02:08:24,3969,5091,-1122
2024-03-20 02:08:29,3970,5094,-1124
2024-03-20 02:08:34,3970,5097,-1127
2024-03-20 02:08:39,3973,5101,-1128
2024-03-20 02:08:44,3976,5106,-1130
2024-03-20 02:08:49,3976,5106,-1130
2024-03-20 02:08:54,3976,5107,-1131
2024-03-20 02:08:59,3977,5111,-1134
2024-03-20 02:09:04,3978,5115,-1137
2024-03-20 02:09:09,3979,5119,-1140
2024-03-20 02:09:14,3980,5120,-1140
2024-03-20 02:09:19,3981,5121,-1140
2024-03-20 02:09:24,3985,5121,-1136
2024-03-20 02:09:29,3987,5124,-1137
2024-03-20 02:09:34,3991,5125,-1134
2024-03-20 02:09:39,3994,5127,-1133
2024-03-20 02:09:45,3997,5128,-1131
2024-03-20 02:09:50,4000,5134,-1134
2024-03-20 02:09:55,4004,5139,-1135
2024-03-20 02:10:00,4005,5141,-1136
2024-03-20 02:10:05,4010,5144,-1134
2024-03-20 02:10:10,4015,5149,-1134
2024-03-20 02:10:15,4016,5150,-1134
2024-03-20 02:10:20,4016,5150,-1134
2024-03-20 02:10:25,4016,5150,-1134
2024-03-20 02:10:30,4020,5152,-1132
2024-03-20 02:10:35,4021,5155,-1134
2024-03-20 02:10:40,4022,5157,-1135
2024-03-20 02:10:45,4023,5158,-1135
2024-03-20 02:10:50,4025,5161,-1136
2024-03-20 02:10:55,4025,5163,-1138
2024-03-20 02:11:00,4026,5166,-1140
2024-03-20 02:11:05,4026,5168,-1142
2024-03-20 02:11:10,4026,5172,-1146
2024-03-20 02:11:15,4027,5175,-1148
2024-03-20 02:11:20,4031,5178,-1147
2024-03-20 02:11:25,4034,5184,-1150
2024-03-20 02:11:30,4039,5185,-1146
2024-03-20 02:11:35,4040,5186,-1146
2024-03-20 02:11:40,4040,5186,-1146
2024-03-20 02:11:45,4041,5188,-1147
2024-03-20 02:11:50,4042,5191,-1149
2024-03-20 02:11:55,4044,5193,-1149
2024-03-20 02:12:00,4045,5193,-1148
2024-03-20 02:12:06,4045,5196,-1151
2024-03-20 02:12:11,4048,5197,-1149
2024-03-20 02:12:16,4050,5199,-1149
2024-03-20 02:12:21,4050,5200,-1150
2024-03-20 02:12:26,4050,5200,-1150
2024-03-20 02:12:31,4052,5204,-1152
2024-03-20 02:12:36,4053,5205,-1152
2024-03-20 02:12:41,4053,5206,-1153
2024-03-20 02:12:46,4054,5207,-1153
2024-03-20 02:12:51,4055,5209,-1154
2024-03-20 02:12:56,4057,5209,-1152
2024-03-20 02:13:01,4060,5211,-1151
2024-03-20 02:13:06,4064,5214,-1150
2024-03-20 02:13:11,4068,5219,-1151
2024-03-20 02:13:16,4070,5223,-1153
2024-03-20 02:13:21,4072,5226,-1154
2024-03-20 02:13:26,4075,5228,-1153
2024-03-20 02:13:31,4076,5230,-1154
2024-03-20 02:13:36,4076,5232,-1156
2024-03-20 02:13:41,4076,5236,-1160
2024-03-20 02:13:46,4078,5238,-1160
2024-03-20 02:13:51,4080,5242,-1162
2024-03-20 02:13:56,4083,5244,-1161
2024-03-20 02:14:01,4083,5245,-1162
2024-03-20 02:14:06,4086,5248,-1162
2024-03-20 02:14:11,4088,5250,-1162
2024-03-20 02:14:16,4089,5251,-1162
2024-03-20 02:14:21,4092,5252,-1160
2024-03-20 02:14:26,4092,5257,-1165
2024-03-20 02:14:31,4093,5260,-1167
2024-03-20 02:14:37,4095,5263,-1168
2024-03-20 02:14:42,4096,5265,-1169
2024-03-20 02:14:47,4097,5268,-1171
2024-03-20 02:14:52,4099,5272,-1173
2024-03-20 02:14:57,4101,5273,-1172
2024-03-20 02:15:02,4103,5275,-1172
2024-03-20 02:15:07,4108,5276,-1168
2024-03-20 02:15:12,4109,5277,-1168
2024-03-20 02:15:17,4109,5277,-1168
2024-03-20 02:15:22,4113,5280,-1167
2024-03-20 02:15:27,4115,5282,-1167
2024-03-20 02:15:32,4117,5283,-1166
2024-03-20 02:15:37,4118,5285,-1167
2024-03-20 02:15:42,4121,5286,-1165
2024-03-20 02:15:47,4123,5286,-1163
2024-03-20 02:15:52,4127,5290,-1163
2024-03-20 02:15:57,4128,5292,-1164
2024-03-20 02:16:02,4128,5294,-1166
2024-03-20 02:16:07,4129,5296,-1167
2024-03-20 02:16:12,4130,5299,-1169
2024-03-20 02:16:17,4130,5301,-1171
2024-03-20 02:16:22,4131,5304,-1173
2024-03-20 02:16:27,4131,5305,-1174
2024-03-20 02:16:32,4133,5305,-1172
2024-03-20 02:16:37,4135,5311,-1176
2024-03-20 02:16:42,4136,5312,-1176
2024-03-20 02:16:48,4138,5315,-1177
2024-03-20 02:16:53,4139,5316,-1177
2024-03-20 02:16:58,4140,5319,-1179
2024-03-20 02:17:03,4141,5320,-1179
2024-03-20 02:17:08,4143,5324,-1181
2024-03-20 02:17:13,4144,5327,-1183
2024-03-20 02:17:18,4147,5329,-1182
2024-03-20 02:17:23,4148,5330,-1182
2024-03-20 02:17:28,4150,5334,-1184
2024-03-20 02:17:33,4151,5335,-1184
2024-03-20 02:17:38,4152,5335,-1183
2024-03-20 02:17:43,4154,5336,-1182
2024-03-20 02:17:48,4155,5336,-1181
2024-03-20 02:17:53,4155,5339,-1184
2024-03-20 02:17:58,4157,5341,-1184
2024-03-20 02:18:03,4158,5343,-1185
2024-03-20 02:18:08,4160,5345,-1185
2024-03-20 02:18:13,4162,5349,-1187
2024-03-20 02:18:18,4165,5350,-1185
2024-03-20 02:18:23,4166,5354,-1188
2024-03-20 02:18:28,4169,5356,-1187
2024-03-20 02:18:33,4173,5358,-1185
2024-03-20 02:18:38,4174,5361,-1187
2024-03-20 02:18:43,4177,5363,-1186
2024-03-20 02:18:48,4178,5366,-1188
2024-03-20 02:18:53,4182,5368,-1186
2024-03-20 02:18:58,4184,5368,-1184
2024-03-20 02:19:03,4187,5372,-1185
2024-03-20 02:19:08,4188,5375,-1187
2024-03-20 02:19:14,4188,5377,-1189
2024-03-20 02:19:19,4188,5378,-1190
2024-03-20 02:19:24,4191,5380,-1189
2024-03-20 02:19:29,4192,5383,-1191
2024-03-20 02:19:34,4192,5386,-1194
2024-03-20 02:19:39,4192,5388,-1196
2024-03-20 02:19:44,4192,5389,-1197
2024-03-20 02:19:49,4193,5393,-1200
2024-03-20 02:19:54,4194,5395,-1201
2024-03-20 02:19:59,4195,5398,-1203
2024-03-20 02:20:04,4197,5401,-1204
2024-03-20 02:20:09,4198,5402,-1204
2024-03-20 02:20:14,4200,5404,-1204
2024-03-20 02:20:19,4201,5407,-1206
2024-03-20 02:20:24,4201,5409,-1208
2024-03-20 02:20:29,4204,5410,-1206
2024-03-20 02:20:34,4204,5412,-1208
2024-03-20 02:20:39,4205,5412,-1207
2024-03-20 02:20:44,4208,5416,-1208
2024-03-20 02:20:49,4213,5417,-1204
2024-03-20 02:20:55,4214,5420,-1206
2024-03-20 02:21:00,4215,5421,-1206
2024-03-20 02:21:05,4216,5421,-1205
2024-03-20 02:21:10,4218,5423,-1205
2024-03-20 02:21:15,4222,5426,-1204
2024-03-20 02:21:20,4223,5426,-1203
2024-03-20 02:21:25,4223,5427,-1204
2024-03-20 02:21:30,4223,5427,-1204
2024-03-20 02:21:35,4223,5429,-1206
2024-03-20 02:21:40,4225,5432,-1207
2024-03-20 02:21:45,4228,5436,-1208
2024-03-20 02:21:50,4231,5436,-1205
2024-03-20 02:21:55,4232,5438,-1206
2024-03-20 02:22:00,4233,5438,-1205
2024-03-20 02:22:05,4235,5443,-1208
2024-03-20 02:22:10,4236,5445,-1209
2024-03-20 02:22:15,4236,5448,-1212
2024-03-20 02:22:20,4237,5450,-1213
2024-03-20 02:22:25,4240,5451,-1211
2024-03-20 02:22:30,4244,5453,-1209
2024-03-20 02:22:35,4245,5454,-1209
2024-03-20 02:22:40,4248,5454,-1206
2024-03-20 02:22:46,4249,5455,-1206
2024-03-20 02:22:51,4252,5456,-1204
2024-03-20 02:22:56,4252,5458,-1206
2024-03-20 02:23:01,4254,5459,-1205
2024-03-20 02:23:06,4255,5462,-1207
2024-03-20 02:23:11,4255,5462,-1207
2024-03-20 02:23:16,4257,5463,-1206
2024-03-20 02:23:21,4260,5463,-1203
2024-03-20 02:23:26,4260,5463,-1203
2024-03-20 02:23:31,4262,5465,-1203
2024-03-20 02:23:36,4262,5467,-1205
2024-03-20 02:23:41,4262,5469,-1207
2024-03-20 02:23:46,4263,5469,-1206
2024-03-20 02:23:51,4264,5469,-1205
2024-03-20 02:23:56,4271,5469,-1198
2024-03-20 02:24:01,4273,5470,-1197
2024-03-20 02:24:06,4276,5471,-1195
2024-03-20 02:24:11,4278,5472,-1194
2024-03-20 02:24:16,4280,5472,-1192
2024-03-20 02:24:21,4282,5474,-1192
2024-03-20 02:24:26,4285,5474,-1189
2024-03-20 02:24:31,4287,5474,-1187
2024-03-20 02:24:36,4288,5475,-1187
2024-03-20 02:24:41,4288,5477,-1189
2024-03-20 02:24:46,4288,5479,-1191
2024-03-20 02:24:52,4289,5479,-1190
2024-03-20 02:24:57,4290,5479,-1189
2024-03-20 02:25:02,4290,5480,-1190
2024-03-20 02:25:07,4291,5480,-1189
2024-03-20 02:25:12,4291,5480,-1189
2024-03-20 02:25:17,4291,5483,-1192
2024-03-20 02:25:22,4291,5484,-1193
2024-03-20 02:25:27,4292,5485,-1193
2024-03-20 02:25:32,4292,5486,-1194
2024-03-20 02:25:37,4294,5487,-1193
2024-03-20 02:25:42,4295,5487,-1192
2024-03-20 02:25:47,4296,5488,-1192
2024-03-20 02:25:52,4298,5489,-1191
2024-03-20 02:25:57,4298,5490,-1192
2024-03-20 02:26:02,4300,5492,-1192
2024-03-20 02:26:07,4301,5494,-1193
2024-03-20 02:26:12,4302,5497,-1195
2024-03-20 02:26:17,4303,5497,-1194
2024-03-20 02:26:22,4309,5497,-1188
2024-03-20 02:26:27,4312,5497,-1185
2024-03-20 02:26:32,4316,5498,-1182
2024-03-20 02:26:37,4318,5498,-1180
2024-03-20 02:26:42,4319,5500,-1181
2024-03-20 02:26:47,4320,5501,-1181
2024-03-20 02:26:53,4323,5502,-1179
2024-03-20 02:26:58,4323,5503,-1180
2024-03-20 02:27:03,4323,5504,-1181
2024-03-20 02:27:08,4323,5507,-1184
2024-03-20 02:27:13,4323,5509,-1186
2024-03-20 02:27:18,4325,5509,-1184
2024-03-20 02:27:23,4327,5509,-1182
2024-03-20 02:27:28,4329,5510,-1181
2024-03-20 02:27:33,4329,5514,-1185
2024-03-20 02:27:38,4329,5515,-1186
2024-03-20 02:27:43,4330,5516,-1186
2024-03-20 02:27:48,4330,5520,-1190
2024-03-20 02:27:53,4330,5522,-1192
2024-03-20 02:27:58,4332,5525,-1193
2024-03-20 02:28:03,4332,5526,-1194
2024-03-20 02:28:08,4333,5528,-1195
2024-03-20 02:28:13,4334,5530,-1196
2024-03-20 02:28:18,4335,5532,-1197
2024-03-20 02:28:23,4337,5533,-1196
2024-03-20 02:28:28,4338,5535,-1197
2024-03-20 02:28:33,4339,5537,-1198
2024-03-20 02:28:38,4342,5537,-1195
2024-03-20 02:28:44,4343,5537,-1194
2024-03-20 02:28:49,4344,5538,-1194
2024-03-20 02:28:54,4347,5540,-1193
2024-03-20 02:28:59,4350,5541,-1191
2024-03-20 02:29:04,4350,5541,-1191
2024-03-20 02:29:09,4350,5541,-1191
2024-03-20 02:29:14,4353,5543,-1190
2024-03-20 02:29:19,4355,5544,-1189
2024-03-20 02:29:24,4356,5546,-1190
2024-03-20 02:29:29,4356,5547,-1191
2024-03-20 02:29:34,4357,5548,-1191
2024-03-20 02:29:39,4359,5550,-1191
2024-03-20 02:29:44,4359,5553,-1194
2024-03-20 02:29:49,4359,5553,-1194
2024-03-20 02:29:54,4360,5553,-1193
2024-03-20 02:29:59,4362,5555,-1193
2024-03-20 02:30:04,4363,5559,-1196
2024-03-20 02:30:09,4363,5560,-1197
2024-03-20 02:30:14,4365,5562,-1197
2024-03-20 02:30:19,4365,5565,-1200
2024-03-20 02:30:24,4365,5567,-1202
2024-03-20 02:30:29,4365,5569,-1204
2024-03-20 02:30:34,4365,5570,-1205
2024-03-20 02:30:39,4365,5573,-1208
2024-03-20 02:30:44,4365,5575,-1210
2024-03-20 02:30:49,4368,5575,-1207
2024-03-20 02:30:54,4373,5578,-1205
2024-03-20 02:31:00,4374,5578,-1204
2024-03-20 02:31:05,4378,5579,-1201
2024-03-20 02:31:10,4379,5581,-1202
2024-03-20 02:31:15,4381,5583,-1202
2024-03-20 02:31:20,4382,5584,-1202
2024-03-20 02:31:25,4384,5585,-1201
2024-03-20 02:31:30,4387,5585,-1198
2024-03-20 02:31:35,4387,5586,-1199
2024-03-20 02:31:40,4389,5591,-1202
2024-03-20 02:31:45,4390,5595,-1205
2024-03-20 02:31:50,4390,5596,-1206
2024-03-20 02:31:55,4390,5599,-1209
2024-03-20 02:32:00,4390,5601,-1211
2024-03-20 02:32:05,4390,5604,-1214
2024-03-20 02:32:10,4391,5607,-1216
2024-03-20 02:32:15,4392,5609,-1217
2024-03-20 02:32:20,4395,5610,-1215
2024-03-20 02:32:25,4397,5611,-1214
2024-03-20 02:32:30,4397,5611,-1214
2024-03-20 02:32:35,4397,5611,-1214
2024-03-20 02:32:40,4398,5615,-1217
2024-03-20 02:32:45,4398,5616,-1218
2024-03-20 02:32:50,4398,5617,-1219
2024-03-20 02:32:55,4400,5620,-1220
2024-03-20 02:33:01,4400,5621,-1221
2024-03-20 02:33:06,4403,5622,-1219
2024-03-20 02:33:11,4403,5622,-1219
2024-03-20 02:33:16,4403,5623,-1220
2024-03-20 02:33:21,4404,5625,-1221
2024-03-20 02:33:26,4404,5628,-1224
2024-03-20 02:33:31,4405,5631,-1226
2024-03-20 02:33:36,4408,5631,-1223
2024-03-20 02:33:41,4412,5633,-1221
2024-03-20 02:33:46,4412,5635,-1223
2024-03-20 02:33:51,4414,5635,-1221
2024-03-20 02:33:56,4416,5635,-1219
2024-03-20 02:34:01,4416,5635,-1219
2024-03-20 02:34:06,4419,5636,-1217
2024-03-20 02:34:11,4422,5638,-1216
2024-03-20 02:34:16,4423,5639,-1216
2024-03-20 02:34:21,4423,5639,-1216
2024-03-20 02:34:26,4424,5641,-1217
2024-03-20 02:34:31,4424,5642,-1218
2024-03-20 02:34:36,4424,5642,-1218
2024-03-20 02:34:41,4426,5642,-1216
2024-03-20 02:34:47,4428,5643,-1215
2024-03-20 02:34:52,4428,5646,-1218
2024-03-20 02:34:57,4428,5646,-1218
2024-03-20 02:35:02,4428,5648,-1220
2024-03-20 02:35:07,4428,5649,-1221
2024-03-20 02:35:12,4430,5652,-1222
2024-03-20 02:35:17,4430,5655,-1225
2024-03-20 02:35:22,4432,5660,-1228
2024-03-20 02:35:27,4433,5662,-1229
