Time,People In,People Out,People Inside
2024-03-19 21:24:55,164,176,-12
2024-03-19 21:25:00,165,181,-16
2024-03-19 21:25:05,165,181,-16
2024-03-19 21:25:10,165,182,-17
2024-03-19 21:25:15,165,183,-18
2024-03-19 21:25:20,167,185,-18
2024-03-19 21:25:25,170,189,-19
2024-03-19 21:25:30,172,189,-17
2024-03-19 21:25:35,173,189,-16
2024-03-19 21:25:41,174,189,-15
2024-03-19 21:25:46,175,189,-14
2024-03-19 21:25:51,175,189,-14
2024-03-19 21:25:56,176,190,-14
2024-03-19 21:26:01,176,190,-14
2024-03-19 21:26:06,176,191,-15
2024-03-19 21:26:11,177,193,-16
2024-03-19 21:26:16,178,193,-15
2024-03-19 21:26:21,179,193,-14
2024-03-19 21:26:26,179,194,-15
2024-03-19 21:26:31,179,195,-16
2024-03-19 21:26:36,180,196,-16
2024-03-19 21:26:41,182,198,-16
2024-03-19 21:26:46,183,199,-16
2024-03-19 21:26:51,186,203,-17
2024-03-19 21:26:56,186,203,-17
2024-03-19 21:27:01,186,205,-19
2024-03-19 21:27:06,189,208,-19
2024-03-19 21:27:11,193,211,-18
2024-03-19 21:27:16,197,213,-16
2024-03-19 21:27:21,198,213,-15
2024-03-19 21:27:26,199,213,-14
2024-03-19 21:27:31,201,216,-15
2024-03-19 21:27:36,207,222,-15
2024-03-19 21:27:41,210,225,-15
2024-03-19 21:27:46,212,226,-14
2024-03-19 21:27:51,212,231,-19
2024-03-19 21:27:56,215,235,-20
2024-03-19 21:28:01,216,239,-23
2024-03-19 21:28:06,216,239,-23
2024-03-19 21:28:11,220,244,-24
2024-03-19 21:28:16,225,245,-20
2024-03-19 21:28:21,226,248,-22
2024-03-19 21:28:27,229,249,-20
2024-03-19 21:28:32,229,250,-21
2024-03-19 21:28:37,229,250,-21
2024-03-19 21:28:42,231,250,-19
2024-03-19 21:28:47,232,250,-18
2024-03-19 21:28:52,233,251,-18
2024-03-19 21:28:57,233,253,-20
2024-03-19 21:29:02,235,256,-21
2024-03-19 21:29:07,235,258,-23
2024-03-19 21:29:12,236,260,-24
2024-03-19 21:29:17,236,261,-25
2024-03-19 21:29:22,236,261,-25
2024-03-19 21:29:27,238,264,-26
2024-03-19 21:29:32,243,266,-23
2024-03-19 21:29:37,247,269,-22
2024-03-19 21:29:42,247,270,-23
2024-03-19 21:29:47,248,272,-24
2024-03-19 21:29:52,249,273,-24
2024-03-19 21:29:57,251,274,-23
2024-03-19 21:30:02,254,281,-27
2024-03-19 21:30:07,258,286,-28
2024-03-19 21:30:12,259,288,-29
2024-03-19 21:30:17,260,289,-29
2024-03-19 21:30:22,260,289,-29
2024-03-19 21:30:27,261,290,-29
2024-03-19 21:30:32,263,291,-28
2024-03-19 21:30:37,264,291,-27
2024-03-19 21:30:43,268,292,-24
2024-03-19 21:30:48,268,293,-25
2024-03-19 21:30:53,270,295,-25
2024-03-19 21:30:58,274,298,-24
2024-03-19 21:31:03,278,301,-23
2024-03-19 21:31:08,283,306,-23
2024-03-19 21:31:13,284,308,-24
2024-03-19 21:31:18,284,308,-24
2024-03-19 21:31:23,286,309,-23
2024-03-19 21:31:28,286,309,-23
2024-03-19 21:31:33,288,311,-23
2024-03-19 21:31:38,288,312,-24
2024-03-19 21:31:43,289,312,-23
2024-03-19 21:31:48,290,312,-22
2024-03-19 21:31:53,294,318,-24
2024-03-19 21:31:58,297,321,-24
2024-03-19 21:32:03,298,323,-25
2024-03-19 21:32:08,301,329,-28
2024-03-19 21:32:13,312,336,-24
2024-03-19 21:32:18,313,338,-25
2024-03-19 21:32:23,314,340,-26
2024-03-19 21:32:28,318,345,-27
2024-03-19 21:32:33,320,348,-28
2024-03-19 21:32:38,325,354,-29
2024-03-19 21:32:43,329,357,-28
2024-03-19 21:32:49,329,361,-32
2024-03-19 21:32:54,331,363,-32
2024-03-19 21:32:59,331,363,-32
2024-03-19 21:33:04,331,364,-33
2024-03-19 21:33:09,332,365,-33
2024-03-19 21:33:14,335,369,-34
2024-03-19 21:33:19,335,371,-36
2024-03-19 21:33:24,337,374,-37
2024-03-19 21:33:29,338,377,-39
2024-03-19 21:33:34,341,379,-38
2024-03-19 21:33:39,346,385,-39
2024-03-19 21:33:44,347,386,-39
2024-03-19 21:33:49,351,386,-35
2024-03-19 21:33:54,352,386,-34
2024-03-19 21:33:59,353,386,-33
2024-03-19 21:34:04,353,386,-33
2024-03-19 21:34:09,355,388,-33
2024-03-19 21:34:14,357,390,-33
2024-03-19 21:34:19,358,392,-34
2024-03-19 21:34:24,360,394,-34
2024-03-19 21:34:29,361,394,-33
2024-03-19 21:34:34,364,398,-34
2024-03-19 21:34:39,366,398,-32
2024-03-19 21:34:44,368,399,-31
2024-03-19 21:34:49,368,399,-31
2024-03-19 21:34:54,370,402,-32
2024-03-19 21:34:59,374,405,-31
2024-03-19 21:35:04,375,405,-30
2024-03-19 21:35:09,379,407,-28
2024-03-19 21:35:14,379,408,-29
2024-03-19 21:35:19,381,408,-27
2024-03-19 21:35:25,381,409,-28
2024-03-19 21:35:30,381,409,-28
2024-03-19 21:35:35,381,409,-28
2024-03-19 21:35:40,382,409,-27
2024-03-19 21:35:45,383,410,-27
2024-03-19 21:35:50,385,411,-26
2024-03-19 21:35:55,385,414,-29
2024-03-19 21:36:00,388,414,-26
2024-03-19 21:36:05,391,415,-24
2024-03-19 21:36:10,391,416,-25
2024-03-19 21:36:15,396,418,-22
2024-03-19 21:36:20,396,418,-22
2024-03-19 21:36:25,397,418,-21
2024-03-19 21:36:30,398,420,-22
2024-03-19 21:36:35,401,425,-24
2024-03-19 21:36:40,401,426,-25
2024-03-19 21:36:45,402,426,-24
2024-03-19 21:36:50,402,427,-25
2024-03-19 21:36:55,404,428,-24
2024-03-19 21:37:00,405,430,-25
2024-03-19 21:37:05,406,433,-27
2024-03-19 21:37:10,407,435,-28
2024-03-19 21:37:15,409,436,-27
2024-03-19 21:37:20,410,437,-27
2024-03-19 21:37:25,410,437,-27
2024-03-19 21:37:30,411,437,-26
2024-03-19 21:37:36,412,438,-26
2024-03-19 21:37:41,412,439,-27
2024-03-19 21:37:46,412,439,-27
2024-03-19 21:37:51,415,440,-25
2024-03-19 21:37:56,421,445,-24
2024-03-19 21:38:01,422,447,-25
2024-03-19 21:38:06,424,449,-25
2024-03-19 21:38:11,425,450,-25
2024-03-19 21:38:16,427,452,-25
2024-03-19 21:38:21,429,456,-27
2024-03-19 21:38:26,432,457,-25
2024-03-19 21:38:31,434,463,-29
2024-03-19 21:38:36,436,468,-32
2024-03-19 21:38:41,440,474,-34
2024-03-19 21:38:46,441,476,-35
2024-03-19 21:38:51,446,482,-36
2024-03-19 21:38:56,447,485,-38
2024-03-19 21:39:01,448,485,-37
2024-03-19 21:39:06,451,487,-36
2024-03-19 21:39:11,455,490,-35
2024-03-19 21:39:16,456,490,-34
2024-03-19 21:39:21,457,495,-38
2024-03-19 21:39:26,460,496,-36
2024-03-19 21:39:32,464,498,-34
2024-03-19 21:39:37,465,499,-34
2024-03-19 21:39:42,468,500,-32
2024-03-19 21:39:47,469,503,-34
2024-03-19 21:39:52,470,505,-35
2024-03-19 21:39:57,473,507,-34
2024-03-19 21:40:02,473,507,-34
2024-03-19 21:40:07,476,511,-35
2024-03-19 21:40:12,479,514,-35
2024-03-19 21:40:17,481,514,-33
2024-03-19 21:40:22,482,514,-32
2024-03-19 21:40:27,482,515,-33
2024-03-19 21:40:32,486,517,-31
2024-03-19 21:40:37,486,517,-31
2024-03-19 21:40:42,486,517,-31
2024-03-19 21:40:47,486,517,-31
2024-03-19 21:40:52,488,521,-33
2024-03-19 21:40:57,488,522,-34
2024-03-19 21:41:02,491,524,-33
2024-03-19 21:41:07,497,530,-33
2024-03-19 21:41:12,498,531,-33
2024-03-19 21:41:17,502,533,-31
2024-03-19 21:41:22,503,535,-32
2024-03-19 21:41:27,510,542,-32
2024-03-19 21:41:32,513,544,-31
2024-03-19 21:41:38,515,547,-32
2024-03-19 21:41:43,517,549,-32
2024-03-19 21:41:48,518,550,-32
2024-03-19 21:41:53,520,553,-33
2024-03-19 21:41:58,521,554,-33
2024-03-19 21:42:03,522,554,-32
2024-03-19 21:42:08,524,555,-31
2024-03-19 21:42:13,528,556,-28
2024-03-19 21:42:18,530,558,-28
2024-03-19 21:42:23,532,562,-30
2024-03-19 21:42:28,534,564,-30
2024-03-19 21:42:33,535,565,-30
2024-03-19 21:42:38,535,566,-31
2024-03-19 21:42:43,535,566,-31
2024-03-19 21:42:48,536,567,-31
2024-03-19 21:42:53,536,567,-31
2024-03-19 21:42:58,537,567,-30
2024-03-19 21:43:03,538,568,-30
2024-03-19 21:43:08,538,570,-32
2024-03-19 21:43:13,538,570,-32
2024-03-19 21:43:18,539,572,-33
2024-03-19 21:43:23,546,576,-30
2024-03-19 21:43:28,546,576,-30
2024-03-19 21:43:33,546,576,-30
2024-03-19 21:43:38,552,582,-30
2024-03-19 21:43:43,553,584,-31
2024-03-19 21:43:48,559,589,-30
2024-03-19 21:43:53,560,590,-30
2024-03-19 21:43:58,563,593,-30
2024-03-19 21:44:03,563,594,-31
2024-03-19 21:44:09,565,595,-30
2024-03-19 21:44:14,569,598,-29
2024-03-19 21:44:19,571,600,-29
2024-03-19 21:44:24,575,600,-25
2024-03-19 21:44:29,578,603,-25
2024-03-19 21:44:34,578,604,-26
2024-03-19 21:44:39,578,608,-30
2024-03-19 21:44:44,580,610,-30
2024-03-19 21:44:49,584,612,-28
2024-03-19 21:44:54,585,613,-28
2024-03-19 21:44:59,588,617,-29
2024-03-19 21:45:04,590,621,-31
2024-03-19 21:45:09,593,623,-30
2024-03-19 21:45:14,595,627,-32
2024-03-19 21:45:19,596,629,-33
2024-03-19 21:45:24,599,630,-31
2024-03-19 21:45:29,599,630,-31
2024-03-19 21:45:34,599,630,-31
2024-03-19 21:45:39,599,630,-31
2024-03-19 21:45:44,600,630,-30
2024-03-19 21:45:49,604,634,-30
2024-03-19 21:45:54,607,637,-30
2024-03-19 21:45:59,610,642,-32
2024-03-19 21:46:04,610,644,-34
2024-03-19 21:46:10,613,650,-37
2024-03-19 21:46:15,615,652,-37
2024-03-19 21:46:20,615,653,-38
2024-03-19 21:46:25,616,654,-38
2024-03-19 21:46:30,619,656,-37
2024-03-19 21:46:35,620,658,-38
2024-03-19 21:46:40,621,659,-38
2024-03-19 21:46:45,622,659,-37
2024-03-19 21:46:50,625,659,-34
2024-03-19 21:46:55,625,659,-34
2024-03-19 21:47:00,625,660,-35
2024-03-19 21:47:05,626,662,-36
2024-03-19 21:47:10,626,663,-37
2024-03-19 21:47:15,628,663,-35
2024-03-19 21:47:20,629,664,-35
2024-03-19 21:47:25,630,666,-36
2024-03-19 21:47:30,630,668,-38
2024-03-19 21:47:35,631,669,-38
2024-03-19 21:47:40,635,674,-39
2024-03-19 21:47:45,637,676,-39
2024-03-19 21:47:50,638,679,-41
2024-03-19 21:47:55,641,682,-41
2024-03-19 21:48:00,643,685,-42
2024-03-19 21:48:05,644,686,-42
2024-03-19 21:48:10,644,686,-42
2024-03-19 21:48:15,647,689,-42
2024-03-19 21:48:20,653,693,-40
2024-03-19 21:48:25,653,693,-40
2024-03-19 21:48:30,653,693,-40
2024-03-19 21:48:35,655,695,-40
2024-03-19 21:48:40,660,702,-42
2024-03-19 21:48:45,660,702,-42
2024-03-19 21:48:50,663,704,-41
2024-03-19 21:48:55,663,707,-44
2024-03-19 21:49:01,664,707,-43
2024-03-19 21:49:06,668,709,-41
2024-03-19 21:49:11,670,714,-44
2024-03-19 21:49:16,671,717,-46
2024-03-19 21:49:21,676,719,-43
2024-03-19 21:49:26,679,720,-41
2024-03-19 21:49:31,680,723,-43
2024-03-19 21:49:36,681,725,-44
2024-03-19 21:49:41,683,728,-45
2024-03-19 21:49:46,688,731,-43
2024-03-19 21:49:51,690,738,-48
2024-03-19 21:49:56,691,738,-47
2024-03-19 21:50:01,694,738,-44
2024-03-19 21:50:06,697,740,-43
2024-03-19 21:50:11,700,742,-42
2024-03-19 21:50:16,700,742,-42
2024-03-19 21:50:21,700,742,-42
2024-03-19 21:50:26,700,744,-44
2024-03-19 21:50:31,700,744,-44
2024-03-19 21:50:36,703,745,-42
2024-03-19 21:50:41,707,746,-39
2024-03-19 21:50:46,708,747,-39
2024-03-19 21:50:51,708,751,-43
2024-03-19 21:50:56,708,754,-46
2024-03-19 21:51:02,709,754,-45
2024-03-19 21:51:07,709,756,-47
2024-03-19 21:51:12,710,756,-46
2024-03-19 21:51:17,710,756,-46
2024-03-19 21:51:22,710,757,-47
2024-03-19 21:51:27,711,757,-46
2024-03-19 21:51:32,712,758,-46
2024-03-19 21:51:37,713,758,-45
2024-03-19 21:51:42,713,758,-45
2024-03-19 21:51:47,713,758,-45
2024-03-19 21:51:52,715,759,-44
2024-03-19 21:51:57,716,760,-44
2024-03-19 21:52:02,718,760,-42
2024-03-19 21:52:07,719,760,-41
2024-03-19 21:52:12,720,760,-40
2024-03-19 21:52:17,720,760,-40
2024-03-19 21:52:22,723,760,-37
2024-03-19 21:52:27,727,762,-35
2024-03-19 21:52:32,729,766,-37
2024-03-19 21:52:37,729,766,-37
2024-03-19 21:52:42,730,772,-42
2024-03-19 21:52:47,732,774,-42
2024-03-19 21:52:52,732,774,-42
2024-03-19 21:52:57,734,776,-42
2024-03-19 21:53:03,737,782,-45
2024-03-19 21:53:08,737,782,-45
2024-03-19 21:53:13,741,788,-47
2024-03-19 21:53:18,742,789,-47
2024-03-19 21:53:23,743,789,-46
2024-03-19 21:53:28,743,790,-47
2024-03-19 21:53:33,743,793,-50
2024-03-19 21:53:38,743,793,-50
2024-03-19 21:53:43,743,793,-50
2024-03-19 21:53:48,744,794,-50
2024-03-19 21:53:53,744,795,-51
2024-03-19 21:53:58,744,796,-52
2024-03-19 21:54:03,749,797,-48
2024-03-19 21:54:08,752,798,-46
2024-03-19 21:54:13,755,803,-48
2024-03-19 21:54:18,758,807,-49
2024-03-19 21:54:23,758,809,-51
2024-03-19 21:54:28,759,810,-51
2024-03-19 21:54:33,760,810,-50
2024-03-19 21:54:38,760,811,-51
2024-03-19 21:54:43,761,811,-50
2024-03-19 21:54:48,763,813,-50
2024-03-19 21:54:53,766,814,-48
2024-03-19 21:54:58,766,814,-48
2024-03-19 21:55:04,767,815,-48
2024-03-19 21:55:09,770,818,-48
2024-03-19 21:55:14,770,818,-48
2024-03-19 21:55:19,773,818,-45
2024-03-19 21:55:24,777,820,-43
2024-03-19 21:55:29,778,821,-43
2024-03-19 21:55:34,782,823,-41
2024-03-19 21:55:39,785,825,-40
2024-03-19 21:55:44,788,826,-38
2024-03-19 21:55:49,790,833,-43
2024-03-19 21:55:54,792,838,-46
2024-03-19 21:55:59,794,841,-47
2024-03-19 21:56:04,798,843,-45
2024-03-19 21:56:09,800,843,-43
2024-03-19 21:56:14,801,843,-42
2024-03-19 21:56:19,803,843,-40
2024-03-19 21:56:24,805,844,-39
2024-03-19 21:56:29,805,844,-39
2024-03-19 21:56:34,805,844,-39
2024-03-19 21:56:39,806,845,-39
2024-03-19 21:56:44,806,845,-39
2024-03-19 21:56:49,810,845,-35
2024-03-19 21:56:54,812,847,-35
2024-03-19 21:56:59,812,848,-36
2024-03-19 21:57:04,814,848,-34
2024-03-19 21:57:09,814,848,-34
2024-03-19 21:57:14,816,849,-33
2024-03-19 21:57:20,817,851,-34
2024-03-19 21:57:25,818,852,-34
2024-03-19 21:57:30,819,853,-34
2024-03-19 21:57:35,820,855,-35
2024-03-19 21:57:40,821,858,-37
2024-03-19 21:57:45,825,861,-36
2024-03-19 21:57:50,829,862,-33
2024-03-19 21:57:55,829,863,-34
2024-03-19 21:58:00,830,866,-36
2024-03-19 21:58:05,830,868,-38
2024-03-19 21:58:10,830,868,-38
2024-03-19 21:58:15,832,871,-39
2024-03-19 21:58:20,832,871,-39
2024-03-19 21:58:25,833,872,-39
2024-03-19 21:58:30,833,872,-39
2024-03-19 21:58:35,833,872,-39
2024-03-19 21:58:40,834,872,-38
2024-03-19 21:58:45,834,872,-38
2024-03-19 21:58:50,835,872,-37
2024-03-19 21:58:55,835,872,-37
2024-03-19 21:59:00,836,873,-37
2024-03-19 21:59:05,837,876,-39
2024-03-19 21:59:10,837,878,-41
2024-03-19 21:59:16,838,878,-40
2024-03-19 21:59:21,840,879,-39
2024-03-19 21:59:26,840,880,-40
2024-03-19 21:59:31,841,881,-40
2024-03-19 21:59:36,843,883,-40
2024-03-19 21:59:41,843,885,-42
2024-03-19 21:59:46,843,886,-43
2024-03-19 21:59:51,843,888,-45
2024-03-19 21:59:56,843,890,-47
2024-03-19 22:00:01,843,891,-48
2024-03-19 22:00:06,843,891,-48
2024-03-19 22:00:11,843,891,-48
2024-03-19 22:00:16,844,891,-47
2024-03-19 22:00:21,847,894,-47
2024-03-19 22:00:26,848,898,-50
2024-03-19 22:00:31,849,898,-49
2024-03-19 22:00:36,851,898,-47
2024-03-19 22:00:41,851,900,-49
2024-03-19 22:00:46,853,902,-49
2024-03-19 22:00:51,855,905,-50
2024-03-19 22:00:56,855,907,-52
2024-03-19 22:01:01,856,909,-53
2024-03-19 22:01:06,858,909,-51
2024-03-19 22:01:11,861,910,-49
2024-03-19 22:01:16,862,910,-48
2024-03-19 22:01:21,864,911,-47
2024-03-19 22:01:26,865,912,-47
2024-03-19 22:01:31,866,914,-48
2024-03-19 22:01:36,868,915,-47
2024-03-19 22:01:41,869,915,-46
2024-03-19 22:01:47,872,915,-43
2024-03-19 22:01:52,874,916,-42
2024-03-19 22:01:57,875,916,-41
2024-03-19 22:02:02,876,916,-40
2024-03-19 22:02:07,876,916,-40
2024-03-19 22:02:12,876,916,-40
2024-03-19 22:02:17,876,916,-40
2024-03-19 22:02:22,878,917,-39
2024-03-19 22:02:27,879,921,-42
2024-03-19 22:02:32,880,924,-44
2024-03-19 22:02:37,881,924,-43
2024-03-19 22:02:42,882,926,-44
2024-03-19 22:02:47,882,927,-45
2024-03-19 22:02:52,884,927,-43
2024-03-19 22:02:57,884,928,-44
2024-03-19 22:03:02,884,928,-44
2024-03-19 22:03:07,886,933,-47
2024-03-19 22:03:12,886,935,-49
2024-03-19 22:03:17,886,935,-49
2024-03-19 22:03:22,889,935,-46
2024-03-19 22:03:27,889,935,-46
2024-03-19 22:03:32,889,935,-46
2024-03-19 22:03:37,889,935,-46
2024-03-19 22:03:42,890,935,-45
2024-03-19 22:03:48,891,935,-44
2024-03-19 22:03:53,891,935,-44
2024-03-19 22:03:58,892,937,-45
2024-03-19 22:04:03,894,940,-46
2024-03-19 22:04:08,894,943,-49
2024-03-19 22:04:13,894,945,-51
2024-03-19 22:04:18,894,947,-53
2024-03-19 22:04:23,894,950,-56
2024-03-19 22:04:28,895,954,-59
2024-03-19 22:04:33,895,956,-61
2024-03-19 22:04:38,896,957,-61
2024-03-19 22:04:43,896,962,-66
2024-03-19 22:04:48,897,964,-67
2024-03-19 22:04:53,899,965,-66
2024-03-19 22:04:58,899,965,-66
2024-03-19 22:05:03,899,968,-69
2024-03-19 22:05:08,900,968,-68
2024-03-19 22:05:13,900,968,-68
2024-03-19 22:05:18,901,969,-68
2024-03-19 22:05:23,903,969,-66
2024-03-19 22:05:28,905,969,-64
2024-03-19 22:05:33,905,970,-65
2024-03-19 22:05:38,907,970,-63
2024-03-19 22:05:43,908,972,-64
2024-03-19 22:05:48,909,972,-63
2024-03-19 22:05:53,910,973,-63
2024-03-19 22:05:58,910,978,-68
2024-03-19 22:06:04,913,978,-65
2024-03-19 22:06:09,915,978,-63
2024-03-19 22:06:14,917,980,-63
2024-03-19 22:06:19,920,982,-62
2024-03-19 22:06:24,925,983,-58
2024-03-19 22:06:29,928,984,-56
2024-03-19 22:06:34,928,984,-56
2024-03-19 22:06:39,929,984,-55
2024-03-19 22:06:44,929,986,-57
2024-03-19 22:06:49,929,989,-60
2024-03-19 22:06:54,929,989,-60
2024-03-19 22:06:59,932,989,-57
2024-03-19 22:07:04,932,989,-57
2024-03-19 22:07:09,933,989,-56
2024-03-19 22:07:14,933,989,-56
2024-03-19 22:07:19,934,991,-57
2024-03-19 22:07:24,935,991,-56
2024-03-19 22:07:29,935,991,-56
2024-03-19 22:07:34,936,992,-56
2024-03-19 22:07:39,936,993,-57
2024-03-19 22:07:44,937,996,-59
2024-03-19 22:07:50,940,998,-58
2024-03-19 22:07:55,940,1000,-60
2024-03-19 22:08:00,943,1003,-60
2024-03-19 22:08:05,945,1006,-61
2024-03-19 22:08:10,947,1007,-60
2024-03-19 22:08:15,948,1007,-59
2024-03-19 22:08:20,949,1007,-58
2024-03-19 22:08:25,952,1008,-56
2024-03-19 22:08:30,954,1010,-56
2024-03-19 22:08:35,955,1010,-55
2024-03-19 22:08:40,955,1010,-55
2024-03-19 22:08:45,955,1013,-58
2024-03-19 22:08:50,957,1014,-57
2024-03-19 22:08:55,961,1015,-54
2024-03-19 22:09:00,961,1016,-55
2024-03-19 22:09:05,961,1017,-56
2024-03-19 22:09:10,963,1018,-55
2024-03-19 22:09:15,964,1021,-57
2024-03-19 22:09:20,964,1024,-60
2024-03-19 22:09:25,966,1024,-58
2024-03-19 22:09:30,966,1028,-62
2024-03-19 22:09:35,968,1029,-61
2024-03-19 22:09:40,971,1032,-61
2024-03-19 22:09:45,971,1036,-65
2024-03-19 22:09:50,973,1038,-65
2024-03-19 22:09:56,973,1039,-66
2024-03-19 22:10:01,974,1039,-65
2024-03-19 22:10:06,976,1041,-65
2024-03-19 22:10:11,978,1041,-63
2024-03-19 22:10:16,979,1042,-63
2024-03-19 22:10:21,979,1042,-63
2024-03-19 22:10:26,980,1043,-63
2024-03-19 22:10:31,981,1045,-64
2024-03-19 22:10:36,981,1046,-65
2024-03-19 22:10:41,985,1051,-66
2024-03-19 22:10:46,986,1051,-65
2024-03-19 22:10:51,988,1054,-66
2024-03-19 22:10:56,990,1056,-66
2024-03-19 22:11:01,993,1061,-68
2024-03-19 22:11:06,995,1063,-68
2024-03-19 22:11:11,995,1066,-71
2024-03-19 22:11:16,997,1066,-69
2024-03-19 22:11:21,997,1066,-69
